  0.51099900    1.64423575    -0.05485016    -0.21933199    781.63468192        16.24238700     15.16970408     0.04897418    0.00099637    793.83584660        5.16031000     26.23660518     0.00580967    -0.03290456    783.32075403         3.48160000     39.46191504     0.01066296    -0.02295273    819.18788000 
   6.92399200    1.64423199    -0.17350546    0.06221786    781.63451307        9.05374300     15.16936530     0.04553318    0.12316617    793.83872496        13.89793400     26.23337363     0.03521881    0.08313760    783.32043354         5.06057800     39.46697367     0.03277693    0.08153973    819.19897182 
   2.33728500    1.64421865    0.00666600    -0.00618431    781.63457152        11.57017300     15.16984994     -0.05135769    0.11911052    793.83797965        13.79778500     26.23139752     -0.04445925    0.02570913    783.31836264         9.99799000     39.46571859     -0.03159250    0.03643839    819.19699995 
   8.86926200    1.64421635    -0.11081695    0.15218842    781.63434592        15.72166900     15.16885863     -0.01824393    0.00066432    793.83864129        13.39677800     26.23597125     0.01785570    -0.01205387    783.31628171         5.45200800     39.46467790     0.02025357    0.00705989    819.19826292 
   16.55302700    1.64423353    -0.05184393    0.02503466    781.63670523        19.14224300     15.16972618     -0.02194587    -0.06179766    793.83664972        3.64360700     26.24010312     -0.02385218    -0.04333462    783.31860363         2.69018300     39.45915579     -0.01277351    -0.03626115    819.18601984 
   2.65346400    1.64423021    0.02210203    -0.15359049    781.63404378        2.97658600     15.16920026     -0.01529966    0.03776780    793.83656669        7.04645900     26.23434511     0.05400919    0.06605357    783.32177419         3.31984900     39.46179059     0.04954453    0.06240691    819.19315423 
   6.47213100    1.64422939    -0.26208058    0.12567221    781.63867384        19.61141000     15.17020259     -0.04216130    0.12416633    793.83682936        7.19494000     26.23124781     -0.05113862    0.05535245    783.32158255         5.26239600     39.46349838     -0.03631537    0.05204263    819.19516483 
   16.81339400    1.64423149    -0.09407900    -0.01354496    781.63538610        12.45827000     15.16925343     0.00521901    0.07561456    793.83894864        11.74444200     26.23377024     0.03886649    0.06285190    783.31711315         7.31148000     39.46556261     0.03614776    0.06588119    819.19899127 
   2.69189000    1.64422504    0.02087324    0.02981031    781.63668782        13.80041100     15.17011807     -0.00714094    0.14586900    793.83730960        6.68877600     26.23317585     0.00810168    0.07868851    783.32272322         2.28097500     39.46247451     0.01159806    0.06613896    819.18589691 
   10.40547800    1.64422881    -0.04372396    -0.01807625    781.63799307        28.96032000     15.16943417     0.00272007    0.11017626    793.83896917        10.89324800     26.23638793     -0.04373395    0.01278183    783.32070534         5.30439200     39.46558562     -0.03101737    0.01793359    819.19737166 
   2.01790700    1.64422820    -0.04994909    -0.00844570    781.63560678        9.61288000     15.17014592     0.09653029    0.03763515    793.83693825        2.49066400     26.23369671     -0.01034731    -0.02826558    783.32145172         1.30124000     39.46052339     0.00074668    -0.02509995    819.19445809 
   6.71605200    1.64422316    -0.04452541    0.12781031    781.63806187        2.74016400     15.16927507     0.04810830    -0.07873817    793.83643930        4.47611000     26.23543934     -0.02995746    -0.02591730    783.31897255         2.52523400     39.46033995     -0.01792656    -0.01847880    819.19101576 
   8.01548900    1.64422965    0.13845224    0.01759931    781.63783520        0.92884900     15.16934613     -0.04734990    0.06313853    793.83596998        4.56414500     26.23407609     -0.00551205    0.11555357    783.32216369         2.23267000     39.46153053     0.00209766    0.09873753    819.19370958 
   15.86657700    1.64423507    -0.13389860    -0.07288648    781.63501275        26.56878300     15.16988846     0.02176579    0.07489774    793.83891104        6.18249500     26.23600425     0.02352628    0.03378788    783.31926083         3.98330700     39.46318113     0.02503843    0.03125927    819.19485181 
   5.61224800    1.64422695    -0.05023130    -0.08165425    781.63348675        25.65678600     15.17007769     0.01107426    0.08996876    793.83694896        3.09976300     26.23345434     -0.03808765    0.01974661    783.32546908         0.79870300     39.46160298     -0.02370454    0.01882458    819.18509368 
   6.80093900    1.64421204    -0.06431276    -0.00711506    781.63331740        13.73555400     15.16974731     -0.10658172    -0.00048861    793.83924163        8.38827700     26.23473205     -0.00502875    0.00566519    783.31087674         3.81495900     39.46151593     0.00234624    0.01320585    819.19460279 
   8.22228400    1.64422136    0.14678333    -0.06599957    781.63233556        28.32277100     15.17008091     -0.03970394    0.00782622    793.83758022        2.14803600     26.23964162     -0.04984823    -0.04273467    783.32010021         1.67850800     39.45887670     -0.03331824    -0.04279043    819.18357193 
   1.33839300    1.64423688    0.03318994    0.14897539    781.63401096        28.23734600     15.16996152     0.08719523    0.10591335    793.83692098        2.53035200     26.23680552     0.09939878    0.05413866    783.32091497         1.23472800     39.46047750     0.09126400    0.03869873    819.19119213 
   2.71827800    1.64421787    0.05547839    0.17710131    781.63318847        18.48249500     15.16756140     0.11204819    0.03261842    793.83453428        18.90182400     26.23809374     0.05216080    -0.03276707    783.32148665         7.51433600     39.46756410     0.04783363    -0.00682053    819.20569448 
   2.91123100    1.64423317    -0.05437676    -0.11699987    781.63481207        3.01617400     15.16994847     -0.01085203    0.00203480    793.83677651        3.77999300     26.23461880     -0.03048713    -0.00083318    783.31668360         2.92018600     39.45924559     -0.01930369    -0.00621896    819.19079871 
   0.52773000    1.64422898    -0.05484558    -0.00827513    781.63377703        6.06661200     15.16856329     0.14122471    -0.10193370    793.83717758        6.30557300     26.23835918     0.07075928    -0.14693750    783.32714151         0.12556400     39.46003848     0.06484281    -0.11842970    819.18855996 
   0.54340300    1.64422905    -0.03226384    0.01884411    781.63533262        0.27381300     15.16941385     0.08551745    0.08034705    793.83660871        4.99321700     26.23349024     -0.02640081    0.08402212    783.31926272         2.98005700     39.46142680     -0.01449897    0.07286261    819.19090308 
