  6.39491400    13.61800390    -0.02247049    -0.11955018     781.97581104        3.98286200     20.40693570     -0.13544323    0.01259188    787.51443758   
   5.41166600    13.61777860    -0.06017958    -0.10457045     781.97426216        4.79162200     20.40948090     -0.05888448    -0.06062858    787.53028697   
   5.21769500    13.61766151    0.03363803    -0.07076702     781.97746170        3.74465600     20.40896385     -0.00810369    -0.00314796    787.52858004   
   5.52225400    13.61633271    0.08763958    0.04173584     781.97923717        6.88160300     20.41130494     0.07770413    0.01845879    787.52199860   
   6.14612600    13.61763581    0.13783315    -0.07070943     781.97814174        4.41339500     20.40782792     0.06611597    0.00701642    787.53865392   
   5.48533900    13.61778837    0.16189234    -0.21215413     781.97878776        3.98345800     20.40829443     -0.02739979    -0.03487417    787.53832842   
   4.97477300    13.61788731    0.05858588    -0.05315144     781.97232089        4.42539500     20.40814446     -0.02507463    0.03464831    787.52635652   
   6.39368200    13.61779567    0.03272560    -0.06283785     781.97986966        3.89640800     20.40718525     -0.07126355    0.04059997    787.52168335   
   5.98724200    13.61746910    0.04952315    0.03672769     781.97995361        5.48893700     20.40864506     0.02924189    0.05193497    787.51765391   
   5.51034300    13.61804552    -0.02601738    -0.13418013     781.97807203        4.64069200     20.40774593     -0.05242797    -0.05703791    787.52835030   
   6.11400700    13.61712471    0.12116895    -0.08959142     781.98035943        5.04775800     20.40991847     0.09835475    -0.06480665    787.51428199   
   5.22605600    13.61772623    0.05728470    0.02417745     781.97580923        4.62664900     20.40874408     -0.05043361    0.09943274    787.52581799   
   6.79220300    13.61791704    -0.10335014    0.03934851     781.97566528        4.30939100     20.40757983     -0.10993710    0.06949791    787.51545108   
   5.40509200    13.61827006    -0.19438059    -0.17244088     781.97529228        4.95347900     20.40784449     -0.20060219    -0.08578308    787.52329052   
   5.69641600    13.61776705    0.10913397    -0.04741804     781.98026376        4.40464600     20.40782500     0.01475704    0.04011879    787.53217019   
   4.26329600    13.61747721    0.10598360    -0.00532836     781.97556194        5.70332200     20.40988973     0.07306326    0.02450398    787.51113558   
   4.61406600    13.61753098    0.05336203    0.01357284     781.97945828        4.23701100     20.40912553     -0.00051705    0.06633853    787.51542479   
   7.09108800    13.61739876    0.14683974    0.08654489     781.98071639        4.07506300     20.40797992     0.08800376    0.11422640    787.51467547   
   5.87925900    13.61805681    0.06501135    -0.17013604     781.97915873        4.41571100     20.40742553     -0.07202428    -0.02038703    787.53080714   
   6.62602900    13.61794817    0.09350998    -0.06908213     781.98050260        4.47630300     20.40719915     -0.02631866    0.03748685    787.52088765   
   4.73715000    13.61796383    -0.01884967    -0.03604158     781.97638330        4.45483200     20.40842905     -0.10705440    0.05537533    787.51851819   
   5.17726400    13.61767109    0.02232965    0.08838635     781.97965358        5.02333000     20.40904056     -0.06007145    0.13697169    787.52094213   
   7.22560700    13.61797672    0.01756406    -0.07505441     781.97850116        3.95466200     20.40613828     -0.11472263    0.04382108    787.53704703   
   5.83397200    13.61776341    -0.07189945    -0.01519644     781.97313400        5.18349000     20.40803285     -0.07313386    0.01652623    787.51681159   
   5.01512700    13.61783731    0.23122887    -0.15109304     781.97418341        4.62296400     20.40824926     0.13384365    -0.04076492    787.53387566   
   6.47953800    13.61719540    0.14051609    0.14631626     781.97558272        4.19752100     20.40898168     0.08366660    0.16153118    787.52652640   
   6.10412100    13.61780766    -0.01309303    0.06511467     781.97792622        4.66160900     20.40873837     -0.06942789    0.11191542    787.53772105   
   6.52700000    13.61803497    0.00358690    -0.13975447     781.97886543        3.94461500     20.40558331     -0.13357394    0.00595048    787.52596377   
   4.87831800    13.61713659    0.06656284    -0.03877482     781.97587251        5.04761500     20.41076673     0.04826367    -0.01324650    787.52415639   
   4.79541900    13.61761557    0.06587425    -0.14077890     781.97626391        3.45246300     20.40799542     0.00244022    -0.04040537    787.52399174   
   6.27779300    13.61797846    0.00207511    -0.10471423     781.97935254        4.19198700     20.40669645     -0.05109465    -0.01621238    787.52498809   
   6.70619800    13.61754223    -0.00839343    -0.02322674     781.98147719        4.03502800     20.40772009     -0.02744718    0.01705002    787.52912122   
   5.92252900    13.61795177    -0.01501060    -0.04181667     781.97601033        4.48401700     20.40772896     -0.07061920    0.03454435    787.52934223   
   5.74868700    13.61642056    0.02464337    0.05948969     781.97937843        6.93468500     20.41149248     0.02764401    0.02868871    787.52781472   
