#Kep289b,,Kep289d,,Kep289c,
#t,err,t,err,t,err
65.69734128,0.00680384,75.64060000,0.00600000,169.66132408,0.00056087
134.75905456,0.01156442,141.77670000,0.00410000,295.52314401,0.00068940
169.31253567,0.01319349,207.84020000,0.00510000,421.38803663,0.00061263
203.86562825,0.01119769,273.95730000,0.00380000,547.25387748,0.00069121
238.40507042,0.00948650,339.99570000,0.00480000,673.12381019,0.00089308
272.94745515,0.01007640,406.06510000,0.00450000,798.98930548,0.00064342
307.49342172,0.00821658,538.07980000,0.00480000,924.85767177,0.00079090
342.02476145,0.00860357,604.05550000,0.00410000,1176.58406159,0.00064623
376.58279160,0.00817010,670.02100000,0.00440000,1302.44798718,0.00068196
411.12772494,0.00574249,801.94890000,0.00420000,1428.30917072,0.00080532
445.65611586,0.00670782,867.93040000,0.00450000,,
480.20683553,0.00752756,1065.96400000,0.00530000,,
514.73880472,0.01019073,1132.03350000,0.00520000,,
549.30861467,0.00959148,1198.07990000,0.00500000,,
583.84012019,0.01148984,1264.18770000,0.00580000,,
618.38895780,0.00867830,1330.24910000,0.00490000,,
687.47952680,0.00688401,1396.37650000,0.00610000,,
722.01131796,0.00995645,1462.43980000,0.00630000,,
756.55754056,0.00672925,,,,
791.12746625,0.00857318,,,,
825.66207642,0.00831587,,,,
860.18560397,0.00803007,,,,
894.73660493,0.00974245,,,,
929.27614808,0.00968393,,,,
963.84663741,0.00856627,,,,
998.39415945,0.00819818,,,,
1032.92325702,0.00768892,,,,
1067.45173138,0.00772408,,,,
1102.00636804,0.01559436,,,,
1136.54215837,0.00732342,,,,
1171.07861718,0.00669026,,,,
1205.63171396,0.00875218,,,,
1240.16765273,0.00899754,,,,
1274.72743322,0.00881279,,,,
1309.26995024,0.00850950,,,,
1343.81049497,0.00838306,,,,
1378.34051555,0.00985475,,,,
1447.45411064,0.00899361,,,,
1482.00767612,0.00883607,,,,
