#Kep-176b,,Kep-176c,,Kep-176d,,Kep-176e,
#t,err,t,err,t,err,t,err
669.01304442,0.02282083,1494.09324746,0.01037755,,,,
674.47071582,0.01996081,1506.84588830,0.00422137,,,,
679.88896039,0.01638420,,,,,,
685.40841377,0.02842410,,,,,,
690.75246842,0.02213924,,,,,,
701.62860245,0.01607751,,,,,,
707.02981133,0.01580498,,,,,,
712.47801046,0.02280917,,,,,,
717.85083798,0.01461286,,,,,,
723.38640989,0.01142010,,,,,,
728.75237365,0.02076751,,,,,,
734.18641231,0.01030536,,,,,,
745.03452491,0.02050395,,,,,,
750.50803655,0.01610801,,,,,,
755.91867953,0.01808133,,,,,,
761.42855499,0.01892679,,,,,,
766.80955969,0.01676862,,,,,,
772.23592313,0.02018280,,,,,,
777.66480933,0.01940737,,,,,,
783.07222034,0.01586577,,,,,,
788.53121023,0.01556055,,,,,,
794.00185449,0.01739958,,,,,,
799.38430134,0.02012775,,,,,,
804.83687384,0.01532495,,,,,,
810.33431639,0.01585152,,,,,,
815.73972381,0.01694574,,,,,,
821.13762953,0.01513266,,,,,,
826.56212096,0.02181918,,,,,,
831.97855137,0.01186396,,,,,,
837.43846744,0.01948357,,,,,,
842.90842137,0.01681186,,,,,,
848.30530172,0.01410534,,,,,,
853.80150654,0.01373001,,,,,,
859.16147797,0.01963826,,,,,,
864.62761462,0.01453171,,,,,,
875.46613718,0.02049794,,,,,,
880.90232870,0.02018911,,,,,,
886.30197769,0.01801011,,,,,,
891.76093417,0.01706312,,,,,,
897.19138660,0.01928861,,,,,,
908.07114970,0.01469299,,,,,,
913.49513920,0.01861836,,,,,,
918.94369200,0.01604001,,,,,,
924.38187446,0.01768503,,,,,,
929.83335098,0.01714529,,,,,,
935.22947899,0.01337444,,,,,,
940.66524302,0.01387045,,,,,,
946.10095368,0.01709018,,,,,,
951.52917441,0.01465344,,,,,,
956.97447973,0.01559776,,,,,,
962.40228192,0.01328211,,,,,,
967.80388919,0.01963133,,,,,,
973.31192133,0.01156219,,,,,,
978.67785382,0.01584691,,,,,,
984.12780037,0.01321956,,,,,,
989.56690573,0.01316831,,,,,,
995.01219245,0.01771959,,,,,,
1000.44927881,0.01483671,,,,,,
1005.83603572,0.01467511,,,,,,
1011.23711174,0.01185414,,,,,,
1016.73123212,0.01938988,,,,,,
1022.18466060,0.01340009,,,,,,
1027.63071463,0.01689114,,,,,,
1032.94796127,0.02173404,,,,,,
1038.44086255,0.03100035,,,,,,
1043.89408877,0.01267346,,,,,,
1049.37014651,0.01617861,,,,,,
1060.19234016,0.02097302,,,,,,
1065.61915301,0.01632411,,,,,,
1071.04878112,0.01595919,,,,,,
1076.50040250,0.01617263,,,,,,
1081.95607395,0.01798124,,,,,,
1092.80620311,0.01784059,,,,,,
1098.18550709,0.01758850,,,,,,
1103.65730715,0.01897008,,,,,,
1109.08915074,0.01400947,,,,,,
1114.58077667,0.01282543,,,,,,
1119.95280955,0.01832733,,,,,,
1125.40966383,0.01557978,,,,,,
1130.82517963,0.01485855,,,,,,
1136.26189404,0.01519142,,,,,,
1141.69218900,0.01881499,,,,,,
1147.11448766,0.01839989,,,,,,
1152.52732829,0.02172896,,,,,,
1158.00137373,0.01462750,,,,,,
1163.43074288,0.01899324,,,,,,
1168.80643402,0.01192987,,,,,,
1174.29079351,0.01969924,,,,,,
1179.71847734,0.01101236,,,,,,
1185.16631611,0.01875298,,,,,,
1190.59505831,0.01187047,,,,,,
1196.02868799,0.02085238,,,,,,
1201.48100355,0.01549161,,,,,,
1212.32020337,0.01966412,,,,,,
1217.74946193,0.02215534,,,,,,
1234.06779688,0.01862824,,,,,,
1239.48447490,0.01499510,,,,,,
1244.92329442,0.01672350,,,,,,
1250.35431910,0.01725730,,,,,,
1255.79211883,0.01426236,,,,,,
1261.25729314,0.01239294,,,,,,
1266.70282265,0.01428848,,,,,,
1272.09942555,0.01669343,,,,,,
1277.53244341,0.01592188,,,,,,
1282.95393404,0.02196435,,,,,,
1288.39022531,0.02535936,,,,,,
1293.83435001,0.02878259,,,,,,
1299.27147873,0.01818326,,,,,,
1310.10362955,0.01262429,,,,,,
1315.55383512,0.01333373,,,,,,
1321.02992986,0.01756088,,,,,,
1326.37326362,0.01734642,,,,,,
1331.86896532,0.01702281,,,,,,
1337.30649824,0.02225885,,,,,,
1342.71449193,0.00995604,,,,,,
1353.58762078,0.01335023,,,,,,
1359.03971967,0.01744114,,,,,,
1364.44976344,0.01697488,,,,,,
1369.90836304,0.01725701,,,,,,
1375.32262970,0.01276747,,,,,,
1380.74309748,0.01369567,,,,,,
1386.17768186,0.01684090,,,,,,
1391.57353677,0.01661343,,,,,,
1397.05033674,0.01338609,,,,,,
1402.44593481,0.02959161,,,,,,
1407.92720877,0.01631564,,,,,,
1424.22053712,0.01954896,,,,,,
1429.65925356,0.01503659,,,,,,
1435.08330837,0.02169709,,,,,,
1440.49018968,0.01279842,,,,,,
1445.93392774,0.01556913,,,,,,
1451.39773529,0.01761484,,,,,,
1456.81303817,0.01723144,,,,,,
1462.24032684,0.01414017,,,,,,
1467.66017398,0.02281880,,,,,,
1473.12574480,0.01316046,,,,,,
1478.53848762,0.01665679,,,,,,
1483.96801266,0.01894046,,,,,,
1489.40327668,0.02448449,,,,,,
1494.90909301,0.01804925,,,,,,
1500.24996748,0.01604922,,,,,,
1505.71582236,0.01257349,,,,,,
1511.15360120,0.01562365,,,,,,
1522.00424416,0.01509352,,,,,,
