#Kep-176b,,Kep-176c,,Kep-176d,,Kep-176e,
#t,err,t,err,t,err,t,err
65.91529371,0.01382856,65.03270462,0.00750664,69.44980075,0.00850947,105.31678628,0.01912911
71.37416188,0.01384941,77.78823900,0.00676071,95.20250164,0.00595128,156.44698831,0.03683910
76.76455745,0.02016537,90.54315823,0.00549775,120.94866571,0.00845493,207.65312842,0.01806724
82.23254021,0.01524773,103.31082904,0.00590469,146.70983328,0.01080931,258.79064173,0.02446249
87.64082330,0.01496779,128.81119333,0.00652257,172.46318148,0.00920532,310.00648165,0.02061786
93.13247381,0.02881435,141.57648134,0.00771439,198.22148669,0.00797092,361.10900940,0.02472369
103.97547979,0.02123401,154.35016066,0.00724611,249.68945153,0.00841583,412.30159982,0.02818096
109.38658319,0.01681309,167.10812370,0.00610611,275.46775819,0.00818794,463.43891078,0.02419423
120.30306553,0.01549626,179.87185265,0.00654140,301.22154494,0.00650085,514.73497315,0.02146671
125.70892985,0.01448442,205.38963316,0.00781177,326.96987693,0.00791243,565.79139293,0.02208481
131.12484190,0.01671438,218.14834509,0.00653572,352.72753064,0.00820393,616.93984753,0.02120495
136.57557872,0.02090795,230.90390646,0.00594925,378.47810636,0.00663306,719.29909346,0.02308549
142.01421040,0.01892021,243.68130591,0.00586326,404.22362153,0.00524086,770.44258040,0.02323577
147.43203787,0.02310783,269.18535797,0.00564523,430.01223558,0.01079753,821.60931503,0.01787517
152.84136766,0.02424480,281.94334625,0.00564487,455.72653961,0.00611965,872.77747988,0.02567310
158.28662876,0.01889695,294.70589284,0.00492661,481.47188475,0.00813788,923.95051921,0.02866545
169.21313613,0.01849612,307.45835551,0.00630395,507.23631981,0.00780307,975.12424953,0.02054356
174.62947319,0.01539363,320.21769243,0.00807432,532.97536482,0.00976929,1026.27927202,0.01793389
180.07636793,0.01791589,345.76340646,0.00536630,558.73270408,0.00752037,1077.46307686,0.02323249
185.44889016,0.01558791,358.50437861,0.00556514,584.47163649,0.00952958,1128.62204556,0.01835607
190.91751698,0.01571209,371.25822720,0.00805592,610.23191523,0.00953092,1179.77207944,0.01500766
196.37824865,0.01423179,384.01714984,0.00489653,635.98574935,0.00620933,1230.95361689,0.02791018
201.79502527,0.01821601,396.78284025,0.00602827,687.50288125,0.00913971,1282.14964239,0.02670225
207.18685471,0.01401782,409.55251993,0.00641819,713.22584101,0.00943550,1333.29611503,0.01871982
212.61752106,0.01474755,422.30482297,0.00683806,764.74825891,0.00798627,1384.47188403,0.02047400
218.06257391,0.02055581,435.06604964,0.00531226,790.49632739,0.00711191,1435.60687956,0.02328252
223.49635952,0.01498748,447.82982731,0.00617049,816.28057755,0.00795863,1486.78829383,0.01973237
228.91691957,0.01437600,460.58133694,0.00453645,842.01287641,0.00701962,,
234.37376779,0.01474790,473.34213646,0.00501283,867.77018498,0.00839325,,
239.90190311,0.01265037,486.09795548,0.00744114,893.51696142,0.00772957,,
245.20687268,0.01828731,498.85576054,0.01090509,919.26825039,0.00838045,,
250.64490592,0.01748460,511.62651675,0.00480658,945.02005362,0.00672164,,
261.55157355,0.00970605,524.38984338,0.00558690,970.77347425,0.00495009,,
266.92951076,0.01598414,537.13558093,0.00612693,1022.29569757,0.00934441,,
272.36724686,0.01618531,549.91253833,0.00627065,1048.02968526,0.00824957,,
277.78288850,0.01136241,575.42043859,0.00490957,1073.78640223,0.00927298,,
288.68653197,0.01621418,588.19028857,0.00525868,1099.56234616,0.00753837,,
294.08262138,0.01528041,600.94746104,0.00530985,1125.30544101,0.00677777,,
299.57793213,0.01547661,613.71281469,0.00559083,1151.05597844,0.00663029,,
304.99794037,0.01747186,626.47116800,0.00644964,1176.81084952,0.00627625,,
310.42336339,0.02050031,639.22154044,0.00688197,1202.56395651,0.00511989,,
315.86251171,0.01833171,651.99289444,0.00361821,1254.06983445,0.00603265,,
321.31639478,0.01986832,677.49063116,0.00585486,1279.82948184,0.00819914,,
326.73360010,0.01635727,690.26766870,0.00625192,1331.33152342,0.00645099,,
337.56428965,0.01841462,703.02286808,0.00581178,1357.08067000,0.00670819,,
343.03880207,0.01495993,715.78534957,0.00695449,1382.83065936,0.00741544,,
348.46061404,0.01884516,728.55557669,0.00541960,1408.58218806,0.00742052,,
353.87709275,0.01938323,754.05661768,0.00689291,1434.36027973,0.01039619,,
359.30182388,0.01293998,766.82815461,0.00446794,1460.10313504,0.01015645,,
364.75423529,0.01819585,779.59082804,0.00742731,1485.85620090,0.00718776,,
370.17068165,0.01559530,792.32453607,0.00615780,1511.60118178,0.00525165,,
381.07104566,0.01808168,805.10685250,0.00525553,,,,
386.51585062,0.01333739,817.85882972,0.00898900,,,,
391.92044415,0.00944691,830.61237841,0.00569221,,,,
397.36656573,0.01648095,843.37975329,0.00570923,,,,
402.79180238,0.01705790,856.13872496,0.00517601,,,,
413.67377064,0.01669115,868.90638122,0.00487056,,,,
419.08722333,0.01931608,881.65185728,0.00587761,,,,
424.51009891,0.01511121,894.41155801,0.00644116,,,,
429.95938954,0.02962283,907.17003070,0.00569748,,,,
435.38965019,0.01668255,919.92269848,0.00720325,,,,
440.84396230,0.01534224,932.67795502,0.00835946,,,,
446.29233853,0.00813686,945.45140217,0.00518829,,,,
451.69044120,0.00972847,958.20751360,0.00580007,,,,
457.11721897,0.01811472,970.96678628,0.00443338,,,,
462.55437963,0.01607079,983.72265218,0.00769757,,,,
467.98102897,0.01431114,1009.23798953,0.00409577,,,,
473.39504430,0.01541471,1022.00013323,0.00506305,,,,
478.82397116,0.01670573,1034.76226658,0.00700575,,,,
484.27803961,0.02092806,1047.51866365,0.00623048,,,,
489.71848458,0.01184956,1060.27576201,0.00724770,,,,
495.15021693,0.01493093,1073.03706312,0.00743000,,,,
500.59642421,0.03372927,1085.79800448,0.00776899,,,,
506.01518644,0.01490906,1098.55352666,0.00604134,,,,
511.46026955,0.01687934,1111.30622379,0.00593808,,,,
516.90715055,0.01682923,1124.07096535,0.00816380,,,,
522.32005324,0.01794128,1136.82756259,0.00458727,,,,
527.75959335,0.01833896,1149.56587600,0.00755045,,,,
533.18161795,0.01495583,1162.34208915,0.00545447,,,,
538.63166141,0.02361524,1175.10922804,0.00579861,,,,
544.07046799,0.01884406,1187.87445974,0.00399497,,,,
549.48275770,0.01679456,1200.62367852,0.00510999,,,,
554.96324335,0.01770629,1213.37192629,0.00701291,,,,
560.33910034,0.01817758,1251.66098871,0.00721700,,,,
565.75073715,0.01805172,1264.40720461,0.00548343,,,,
571.19042749,0.01162588,1277.17268339,0.00422018,,,,
576.66616176,0.01432963,1289.93447719,0.00535992,,,,
582.08200900,0.01438847,1302.69143054,0.00575539,,,,
587.51802400,0.01278565,1315.45082475,0.00439477,,,,
592.95982122,0.01968312,1328.20901447,0.00502654,,,,
598.41656420,0.01473057,1340.97733997,0.00593186,,,,
603.79737154,0.01120996,1353.72764548,0.00552303,,,,
609.26866640,0.01558318,1366.49811585,0.00550823,,,,
614.68754662,0.00988806,1379.23922311,0.00476115,,,,
620.10001258,0.00946746,1391.99691789,0.00562146,,,,
625.51748282,0.01393787,1430.28787053,0.00732034,,,,
630.95629648,0.01817310,1443.03974347,0.00844819,,,,
636.42444614,0.01090974,1455.79795197,0.00638356,,,,
641.85661537,0.01508787,1468.54839940,0.00673759,,,,
647.26628710,0.01014335,1481.32206587,0.00743346,,,,
