     0.84285100    4.92181143     0.00803715     -0.02956417    781.52666449        3.58337200    7.06413200     0.02949092     -0.03341775    781.86912490 
      1.34156100    4.92173154     -0.03145330     -0.13394686    781.52506728        0.67017500    7.06333072     -0.03702245     -0.01765761    781.87131971 
      1.56239700    4.92144002     -0.07566047     -0.06468591    781.52529602        0.44817700    7.06379447     -0.05347892     -0.12367551    781.86848986 
      0.13842900    4.92154194     0.07437239     -0.00377831    781.52584942        0.21763200    7.06409004     0.04111413     0.10434994    781.86988333 
      1.86158900    4.92161355     0.01048756     -0.04234474    781.52599586        1.50716400    7.06390196     0.02247516     -0.00741772    781.86949181 
      2.57068500    4.92148570     -0.04917015     0.09383000    781.52617757        1.22694900    7.06384263     -0.00732131     0.05227852    781.86828989 
      1.10840600    4.92153117     -0.00222201     0.01579858    781.52552399        0.58793300    7.06388581     -0.01089225     0.08255186    781.87035875 
      0.13562200    4.92137473     -0.08145580     0.12071610    781.52562124        0.20391700    7.06424806     -0.15525762     0.18180074    781.86984491 
      0.61375500    4.92162109     0.02672826     0.05542553    781.52569446        2.72243500    7.06417671     0.06240833     0.00520766    781.86966078 
      5.36897700    4.92169733     -0.08250507     0.06661711    781.52558579        2.38162500    7.06334106     -0.05270614     0.07797988    781.86945475 
      4.06420500    4.92146141     0.01795400     -0.14796810    781.52557987        0.90831900    7.06368554     0.02087037     -0.14751606    781.86894482 
      1.96533400    4.92169198     -0.09459014     -0.02567913    781.52485067        0.90952700    7.06337621     -0.07348088     0.04334798    781.86991304 
      0.93774800    4.92141813     0.00217195     -0.05961606    781.52431956        0.70116300    7.06413438     0.02657153     -0.12886617    781.86984466 
      7.08666200    4.92203748     0.04542216     0.02683912    781.52590117        2.91268800    7.06235662     0.04526631     0.07139516    781.87002847 
      3.00883400    4.92185031     -0.03636258     -0.00358511    781.52546310        2.27507400    7.06356284     -0.02773851     0.04630642    781.87013730 
      2.01060500    4.92147184     0.14191369     0.04540016    781.52406255        1.87500600    7.06429328     0.08840942     0.09553989    781.87062882 
