#KOI-750.02,,KOI-750.03,,Kep-662b,
#t,err,t,err,t,err
277.39837586,0.02453628,725.10205545,0.03203445,1036.66311743,0.01147226
282.40359120,0.03848468,754.13040269,0.03391904,1058.34482826,0.01001210
287.42197162,0.04394891,768.60943006,0.03452266,1079.99704490,0.01126779
292.62762313,0.05588275,783.17664991,0.02932086,1101.66868476,0.01269547
297.59767436,0.04160082,797.67016666,0.04493473,1123.35706892,0.00861884
302.61745338,0.02966827,812.17470449,0.03316239,1145.03922066,0.00916313
307.68903152,0.03326242,826.75657739,0.02919036,1166.70361865,0.01014816
312.57539104,0.03834466,841.29639063,0.04843931,1188.36463979,0.01054914
317.80260960,0.05196834,855.73559169,0.02922276,1210.10604432,0.00897202
322.84587787,0.04273822,884.79348889,0.03160108,1231.71944597,0.00948772
327.80882653,0.04380376,899.29015786,0.03683937,1253.40534735,0.00951301
337.90470909,0.02658564,913.79642198,0.04135702,1275.09619895,0.00667549
342.91640846,0.05897842,928.31779914,0.02855459,1296.77012539,0.01153264
348.04453991,0.06313025,942.83137953,0.02751422,1318.44727931,0.01066772
353.04454417,0.02557695,957.36015489,0.04215351,1340.13413009,0.00615831
358.03787488,0.04845764,971.87039502,0.03761597,1361.81941742,0.00881970
363.11568191,0.02797023,986.37122090,0.05331726,1383.49624213,0.01043490
368.19587680,0.04813889,1000.94335236,0.03958865,1405.14451557,0.01879852
373.20991725,0.03384161,1015.39119903,0.03178268,1426.83550008,0.01067324
378.23026511,0.06172731,1029.94538158,0.04377372,1448.50334658,0.01353244
383.37675307,0.04717450,1044.45704746,0.04150461,1470.18134830,0.00653319
388.34263776,0.04551405,1073.51777251,0.03171515,1513.52694381,0.01093340
393.33134468,0.05512946,1088.03192094,0.03315452,,
398.42049821,0.03486825,1102.55444937,0.03120265,,
403.46060024,0.03690730,1117.11459850,0.03634111,,
413.59090056,0.03289201,1131.57019118,0.05248676,,
418.65546979,0.03211038,1146.07870942,0.04051999,,
423.60960834,0.04997716,1160.58926744,0.04739058,,
428.68093298,0.03503852,1175.21457719,0.02827798,,
433.77550135,0.03499677,1189.62347186,0.04221555,,
438.80374041,0.03860962,1204.12101466,0.03811042,,
443.83254574,0.03245029,1218.66435915,0.04259006,,
448.89117080,0.04276543,1233.28083064,0.03226629,,
453.95638112,0.06153462,1247.64662319,0.03836636,,
458.94103605,0.03541484,1262.21082432,0.03222478,,
463.94633239,0.03482604,1276.64365404,0.02173669,,
469.03903659,0.05288428,1291.20652756,0.03670942,,
474.08781854,0.03734477,1320.34107944,0.03596212,,
479.05471646,0.05327804,1334.82069296,0.04724725,,
484.20213171,0.03986661,1363.77913405,0.03531593,,
489.22434462,0.04989879,1378.44971946,0.03063891,,
494.27408171,0.04098780,1392.86098860,0.04087765,,
499.31964556,0.06334279,1407.39981606,0.03173494,,
504.34937944,0.04569212,1421.89484508,0.03704746,,
509.45300184,0.04969466,1436.40352559,0.03232892,,
514.45110163,0.03229490,1450.95670599,0.02940762,,
519.47071486,0.03934336,1465.42054795,0.03972199,,
524.53767384,0.05058276,1479.96129696,0.04027337,,
529.64663741,0.03874639,1494.51292451,0.07740506,,
534.64428878,0.04374831,1509.01713792,0.03396494,,
539.69707966,0.04085220,1523.46113299,0.02943138,,
544.73569375,0.03238778,,,,
549.81281362,0.04867257,,,,
554.81510343,0.03300407,,,,
559.84638420,0.04283158,,,,
564.89221450,0.05996943,,,,
569.93689985,0.05000256,,,,
574.99990873,0.02381513,,,,
580.03460362,0.03563183,,,,
585.11654784,0.02910125,,,,
590.16497137,0.03942578,,,,
595.15356485,0.03019746,,,,
600.22272825,0.03761183,,,,
605.18871079,0.05041641,,,,
610.30961931,0.04492073,,,,
615.24073422,0.03279694,,,,
620.43012168,0.04866119,,,,
625.49414024,0.04128244,,,,
630.57124725,0.03575587,,,,
635.58659998,0.06255837,,,,
640.56092062,0.04112424,,,,
645.56684882,0.03442123,,,,
650.63863901,0.03466392,,,,
670.77761097,0.05508441,,,,
675.86013477,0.05116455,,,,
680.90729254,0.03977479,,,,
685.95551654,0.03647463,,,,
691.02664422,0.04186172,,,,
701.05785555,0.03444647,,,,
706.18307696,0.05433737,,,,
711.20954715,0.04090339,,,,
716.21897910,0.03564972,,,,
721.34987488,0.05015781,,,,
726.29725710,0.03249422,,,,
731.35610242,0.04102515,,,,
746.41512569,0.03099676,,,,
751.36425571,0.08325454,,,,
756.52884624,0.03741800,,,,
761.66092628,0.04412955,,,,
766.69988761,0.02489617,,,,
771.69464114,0.02816205,,,,
776.74352963,0.04531594,,,,
781.78979835,0.06659118,,,,
786.86128382,0.05321334,,,,
791.88409278,0.04965355,,,,
796.91886338,0.02547060,,,,
801.98572391,0.04988568,,,,
807.03005685,0.03764196,,,,
811.95596281,0.04362339,,,,
817.08900026,0.03432981,,,,
822.17131423,0.04594285,,,,
827.18005636,0.03672962,,,,
832.22938957,0.03826170,,,,
837.33288544,0.04070272,,,,
842.27499290,0.04579400,,,,
847.35821669,0.02892900,,,,
852.39028529,0.03553420,,,,
857.41957742,0.05683246,,,,
862.49667812,0.02997225,,,,
867.55198277,0.03517121,,,,
872.58168274,0.05239834,,,,
877.62099354,0.03414686,,,,
882.66492782,0.04081110,,,,
887.81512162,0.03952702,,,,
892.75159413,0.04221645,,,,
897.83535235,0.03801369,,,,
907.88450451,0.02723621,,,,
912.94698827,0.04581812,,,,
917.98185232,0.03579042,,,,
923.01624558,0.03570468,,,,
927.97533899,0.04591601,,,,
933.08314899,0.04042247,,,,
938.14973903,0.04445563,,,,
943.21732098,0.05133614,,,,
948.22395280,0.05189733,,,,
953.29329521,0.04246796,,,,
958.30194774,0.03691800,,,,
963.38618096,0.05433500,,,,
968.42011092,0.04293529,,,,
973.43975114,0.04778646,,,,
978.52608179,0.03717542,,,,
983.55502662,0.04381979,,,,
988.59742511,0.04028231,,,,
993.68930889,0.03940867,,,,
998.67496742,0.04367116,,,,
1008.77032990,0.03884689,,,,
1013.85247790,0.03153002,,,,
1018.88020109,0.05283243,,,,
1023.86512569,0.04503097,,,,
1028.89325129,0.05395876,,,,
1034.00468292,0.07674174,,,,
1039.04112337,0.03891997,,,,
1044.08067409,0.05188744,,,,
1049.08051645,0.04810157,,,,
1054.08978636,0.06660387,,,,
1064.16391188,0.04047239,,,,
1069.28810073,0.03887379,,,,
1074.36568232,0.05082149,,,,
1079.36371826,0.04226683,,,,
1084.40875220,0.05311500,,,,
1089.50311797,0.04928133,,,,
1099.64445253,0.06091912,,,,
1104.62934817,0.03645966,,,,
1109.64077651,0.05613687,,,,
1114.69773966,0.04936902,,,,
1119.74446404,0.04593209,,,,
1124.76764546,0.03361931,,,,
1129.91801141,0.03858590,,,,
1134.86181895,0.05828877,,,,
1139.89455639,0.03787881,,,,
1144.91386229,0.03744832,,,,
1150.01656302,0.03683110,,,,
1155.11353247,0.04095631,,,,
1160.12139815,0.06464408,,,,
1165.16932481,0.06122789,,,,
1170.23679055,0.04874223,,,,
1175.20280830,0.04119180,,,,
1180.30820706,0.05047587,,,,
1185.38001575,0.04240267,,,,
1190.34055955,0.02919702,,,,
1195.39023642,0.04262376,,,,
1200.45374890,0.03480268,,,,
1205.58401055,0.05132852,,,,
1210.51261314,0.03921399,,,,
1215.60275111,0.03574281,,,,
1220.68543174,0.03055242,,,,
1230.72541377,0.04220240,,,,
1235.76896824,0.04056222,,,,
1240.77492288,0.04759343,,,,
1245.77009423,0.03434225,,,,
1250.90619036,0.05272891,,,,
1255.82273701,0.04726294,,,,
1260.98140521,0.04023257,,,,
1266.02750333,0.03595904,,,,
1271.16875369,0.03311748,,,,
1276.08891772,0.03310897,,,,
1281.21023346,0.03578704,,,,
1286.20065034,0.03147203,,,,
1291.21381953,0.03874663,,,,
1296.25889941,0.02657846,,,,
1301.32049872,0.04135697,,,,
1311.45825514,0.03860888,,,,
1316.41806133,0.04033102,,,,
1321.50774376,0.05578350,,,,
1326.54565717,0.03061386,,,,
1331.58562401,0.02784889,,,,
1336.62927259,0.04755358,,,,
1341.66018923,0.03781916,,,,
1351.64644679,0.07147010,,,,
1356.82880814,0.04153176,,,,
1361.85464512,0.03388704,,,,
1366.92920310,0.04043969,,,,
1371.98154288,0.03151752,,,,
1377.01980032,0.04605237,,,,
1382.11780611,0.05110161,,,,
1387.13334488,0.04276540,,,,
1392.20225939,0.06420713,,,,
1397.13116834,0.05200041,,,,
1402.21874392,0.03752439,,,,
1407.25799087,0.04222101,,,,
1422.37768888,0.03255882,,,,
1427.43848978,0.02578953,,,,
1432.44355234,0.04579932,,,,
1437.50471748,0.03978659,,,,
1442.58159165,0.03267265,,,,
1447.57606458,0.06704170,,,,
1452.66338555,0.05375989,,,,
1457.75391695,0.05112390,,,,
1462.74032707,0.04299214,,,,
1467.79223275,0.02573734,,,,
1472.70896706,0.07237940,,,,
1477.85977318,0.04196150,,,,
1482.88116798,0.05409869,,,,
1488.06697805,0.04060047,,,,
1493.12230080,0.04824664,,,,
1498.05512696,0.03341636,,,,
1503.14010245,0.03683084,,,,
1508.14716894,0.04939710,,,,
1513.23026277,0.04774808,,,,
1523.28510811,0.04752911,,,,
